athlete_1;athlete_2;athlete_3;athlete_4;athlete_5;wt_count_trial_1;wt_count_trial_2;wt_count_trial_3;wt_count_trial_4;wt_count_trial_5;wt_count_trial_6;wt_count_trial_7;wt_count_trial_8;wt_count_trial_9;wt_count_trial_10;wt_count_trial_11;wt_count_trial_12;wt_count_trial_13;wt_count_trial_14;wt_count_trial_15;wt_count_trial_16;wt_count_trial_17;wt_count_trial_18;wt_count_trial_19;wt_count_trial_20;wt_count_trial_21;wt_count_trial_22;wt_count_trial_23;wt_count_trial_24;wt_count_trial_25;wt_count_trial_26;wt_count_trial_27;wt_count_trial_28;wt_count_trial_29;wt_count_trial_30;wt_count_trial_31;wt_count_trial_32;wt_count_trial_33;wt_count_trial_34;wt_count_trial_35;wt_count_trial_36;wt_count_trial_37;wt_count_trial_38;wt_count_trial_39;wt_count_trial_40;wt_count_trial_41;wt_count_trial_42;wt_count_trial_43;wt_count_trial_44;wt_count_trial_45;wt_count_trial_46;wt_count_trial_47;wt_count_trial_48;wt_count_trial_49;wt_count_trial_50;wt_count_trial_51;wt_count_trial_52;wt_count_trial_53;wt_count_trial_54;wt_count_trial_55;wt_count_trial_56;wt_count_trial_57;wt_count_trial_58;wt_count_trial_59;wt_count_trial_60;wt_count_trial_61;wt_count_trial_62;wt_count_trial_63;wt_count_trial_64;wt_count_trial_65;wt_count_trial_66;wt_count_trial_67;wt_count_trial_68;wt_count_trial_69;wt_count_trial_70;wt_count_trial_71;wt_count_trial_72;wt_count_trial_73;wt_count_trial_74;wt_count_trial_75;wt_count_trial_76;wt_count_trial_77;wt_count_trial_78;wt_count_trial_79;wt_count_trial_80;wt_count_trial_81;wt_count_trial_82;wt_count_trial_83;wt_count_trial_84;wt_count_trial_85;wt_count_trial_86;wt_count_trial_87;wt_count_trial_88;wt_count_trial_89;wt_count_trial_90;wt_count_trial_91;wt_count_trial_92;wt_count_trial_93;wt_count_trial_94;wt_count_trial_95;wt_count_trial_96;wt_count_trial_97;wt_count_trial_98;wt_count_trial_99;wt_count_trial_100;wt_count_trial_101;wt_count_trial_102;wt_count_trial_103;wt_count_trial_104;wt_count_trial_105;wt_count_trial_106;wt_count_trial_107;wt_count_trial_108;wt_count_trial_109;wt_count_trial_110;wt_count_trial_111;wt_count_trial_112;wt_count_trial_113;wt_count_trial_114;wt_count_trial_115;wt_count_trial_116;wt_count_trial_117;wt_count_trial_118;wt_count_trial_119;wt_count_trial_120;wt_count_trial_121;wt_count_trial_122;wt_count_trial_123;wt_count_trial_124;wt_count_trial_125;wt_count_trial_126;wt_count_trial_127;wt_count_trial_128;wt_count_trial_129;wt_count_trial_130;wt_count_trial_131;wt_count_trial_132;wt_count_trial_133;wt_count_trial_134;wt_count_trial_135;wt_count_trial_136;wt_count_trial_137;wt_count_trial_138;wt_count_trial_139;wt_count_trial_140;wt_count_trial_141;wt_count_trial_142;wt_count_trial_143;wt_count_trial_144;wt_count_trial_145;wt_count_trial_146;wt_count_trial_147;wt_count_trial_148;wt_count_trial_149;wt_count_trial_150;wt_count_trial_151;wt_count_trial_152;wt_count_trial_153;wt_count_trial_154;wt_count_trial_155;wt_count_trial_156;wt_count_trial_157;wt_count_trial_158;wt_count_trial_159;wt_count_trial_160;wt_count_trial_161;wt_count_trial_162;wt_count_trial_163;wt_count_trial_164;wt_count_trial_165;wt_count_trial_166;wt_count_trial_167;wt_count_trial_168;wt_count_trial_169;wt_count_trial_170;wt_count_trial_171;wt_count_trial_172;wt_count_trial_173;wt_count_trial_174;wt_count_trial_175;wt_count_trial_176;wt_count_trial_177;wt_count_trial_178;wt_count_trial_179;wt_count_trial_180;wt_count_trial_181;wt_count_trial_182;wt_count_trial_183;wt_count_trial_184;wt_count_trial_185;wt_count_trial_186;wt_count_trial_187;wt_count_trial_188;wt_count_trial_189;wt_count_trial_190;wt_count_trial_191;wt_count_trial_192;wt_count_trial_193;wt_count_trial_194;wt_count_trial_195;wt_count_trial_196;wt_count_trial_197;wt_count_trial_198;wt_count_trial_199;wt_count_trial_200;wt_count_trial_201;wt_count_trial_202;wt_count_trial_203;wt_count_trial_204;wt_count_trial_205;wt_count_trial_206;wt_count_trial_207;wt_count_trial_208;wt_count_trial_209;wt_count_trial_210;wt_count_trial_211;wt_count_trial_212;wt_count_trial_213;wt_count_trial_214;wt_count_trial_215;wt_count_trial_216;wt_count_trial_217;wt_count_trial_218;wt_count_trial_219;wt_count_trial_220;wt_count_trial_221;wt_count_trial_222;wt_count_trial_223;wt_count_trial_224;wt_count_trial_225;wt_count_trial_226;wt_count_trial_227;wt_count_trial_228;wt_count_trial_229;wt_count_trial_230;wt_count_trial_231;wt_count_trial_232;wt_count_trial_233;wt_count_trial_234;wt_count_trial_235;wt_count_trial_236;wt_count_trial_237;wt_count_trial_238;wt_count_trial_239;wt_count_trial_240;wt_count_trial_241;wt_count_trial_242;wt_count_trial_243;wt_count_trial_244;wt_count_trial_245;wt_count_trial_246;wt_count_trial_247;wt_count_trial_248;wt_count_trial_249;wt_count_trial_250
Skye Blakely;Simone Biles;Jade Carey;Sunisa Lee;Zoe Miller;20;20;21;22;22;22;19;20;19;24;22;24;21;18;21;23;22;20;23;21;25;22;19;16;21;22;19;25;21;20;17;24;23;24;22;21;22;21;19;21;23;20;20;20;21;20;21;20;21;20;18;21;22;20;21;21;22;21;22;22;18;21;20;20;23;23;21;19;22;23;23;20;18;21;23;21;22;24;17;23;14;19;23;20;18;18;18;18;21;22;21;22;21;19;22;18;23;19;22;21;17;21;20;24;22;19;20;19;18;17;22;23;22;19;20;22;22;27;25;15;23;20;24;23;23;20;18;21;18;21;19;19;21;24;19;21;18;21;23;21;20;21;23;22;19;20;20;19;25;22;21;23;15;20;19;21;22;17;18;22;21;20;17;20;19;18;21;23;20;21;22;16;18;24;20;23;23;22;22;25;23;19;19;22;19;20;17;21;21;19;20;21;17;21;22;24;21;23;22;24;23;22;22;21;19;21;23;20;22;20;23;20;21;17;21;22;17;20;24;21;24;23;24;20;19;17;22;22;23;22;24;23;19;22;18;20;23;22;19;24;20;20;20;22;26;22;18;22;22;21
Skye Blakely;Simone Biles;Jade Carey;Sunisa Lee;Leanne Wong;19;20;19;20;22;22;19;22;19;22;22;24;21;19;19;23;22;18;22;21;23;22;17;16;20;20;20;22;21;22;15;20;23;24;22;20;22;21;19;19;22;20;20;20;21;20;23;19;21;20;18;21;22;20;20;21;20;21;24;22;19;22;21;19;23;21;21;22;22;23;23;20;20;22;23;17;22;24;17;21;16;20;20;22;18;18;18;17;19;21;21;22;21;19;22;18;23;19;20;23;20;20;20;23;19;20;20;17;19;17;20;21;22;19;20;22;20;25;25;15;22;22;24;22;22;21;20;21;18;18;19;19;21;24;20;23;24;21;21;21;20;19;23;23;21;20;24;18;23;22;20;21;18;20;19;21;22;19;18;22;21;20;17;20;20;16;21;23;20;21;20;16;18;23;18;22;23;22;22;23;23;20;21;22;22;21;17;21;21;21;20;18;17;21;22;24;20;20;22;23;23;22;19;19;19;18;22;20;22;20;23;20;21;21;20;22;19;19;23;19;24;24;24;20;19;17;21;20;23;22;24;21;19;23;18;20;24;22;16;22;22;20;20;22;24;22;18;19;22;21
Skye Blakely;Simone Biles;Jade Carey;Kaliya Lincoln;Zoe Miller;18;21;20;20;21;21;19;20;19;24;22;24;21;20;20;21;22;20;23;20;22;20;19;15;21;21;19;24;22;21;18;24;21;24;19;19;19;20;18;20;24;21;20;20;22;20;21;20;22;19;18;20;22;21;22;21;23;21;20;21;18;21;20;20;22;23;21;17;21;23;22;20;18;20;23;20;22;21;17;22;13;18;23;18;18;18;17;17;19;20;22;22;21;17;22;16;21;19;21;20;16;22;21;24;21;18;20;19;19;18;20;20;20;19;20;21;21;25;23;15;21;20;21;21;22;17;18;19;17;22;19;19;21;24;19;20;17;22;21;21;19;20;22;20;19;18;18;19;24;22;20;20;16;20;18;21;22;17;19;22;20;20;18;20;19;19;22;23;20;20;20;16;18;22;19;23;20;21;23;23;22;20;17;21;18;20;17;20;20;19;19;20;17;20;23;24;22;22;22;23;22;18;22;21;18;21;23;22;24;20;20;18;22;16;19;21;17;20;22;21;23;23;22;18;20;18;22;22;23;22;24;22;20;22;19;20;21;20;19;23;20;21;20;22;25;22;15;21;20;21
Skye Blakely;Simone Biles;Jade Carey;Kaliya Lincoln;Leanne Wong;17;21;18;18;21;21;19;22;19;22;22;24;21;20;18;21;22;18;22;20;20;20;16;15;20;19;20;22;22;23;16;20;22;24;19;18;19;20;18;18;23;21;20;20;22;20;23;19;22;19;18;19;22;21;21;21;21;21;22;21;19;22;21;19;22;21;21;20;21;23;22;20;20;20;23;16;22;21;17;20;15;19;20;20;18;18;17;16;17;19;22;22;21;17;22;16;21;19;19;22;20;21;21;23;18;20;20;17;20;18;18;20;20;19;20;21;19;23;23;15;20;22;21;21;22;19;20;19;17;19;18;19;21;24;20;22;22;21;19;21;19;18;22;20;21;18;22;18;22;22;20;18;18;20;18;21;22;19;19;22;20;20;17;20;20;17;22;23;20;20;18;16;18;21;17;22;20;21;23;21;22;20;19;20;20;21;17;20;20;21;19;16;17;20;23;24;20;19;22;21;22;18;19;19;18;18;22;20;24;20;20;18;22;20;18;21;18;20;22;19;23;24;22;18;19;18;21;20;23;22;24;21;20;22;18;20;22;20;16;21;22;21;19;22;23;22;15;18;20;21
Skye Blakely;Simone Biles;Jade Carey;Zoe Miller;Leanne Wong;17;20;19;19;21;21;19;20;19;22;22;24;21;19;18;21;22;18;22;20;23;20;16;16;20;19;19;22;23;21;16;20;21;24;20;18;20;20;18;20;23;20;20;20;21;20;21;19;22;19;18;19;22;20;21;21;21;21;20;21;18;19;21;19;22;21;21;20;21;23;21;21;18;20;23;19;22;22;17;20;15;18;20;18;18;18;17;16;17;19;21;22;21;15;22;17;22;20;19;20;18;21;21;24;19;19;20;17;18;18;18;20;20;18;20;22;19;25;23;12;21;20;22;21;22;17;18;20;17;19;17;19;21;24;19;21;17;21;20;21;17;18;22;21;19;18;19;18;22;22;20;19;16;20;19;20;22;17;19;22;21;20;17;20;20;17;23;23;19;20;18;16;15;21;16;23;20;21;22;21;23;20;17;21;19;20;17;19;21;19;19;16;17;20;23;24;20;21;22;22;23;20;19;19;18;19;22;20;24;20;22;18;22;16;16;21;18;20;22;18;23;24;22;18;17;17;21;20;23;22;24;21;19;22;18;18;22;20;16;22;20;21;19;21;26;22;16;18;21;19
Skye Blakely;Simone Biles;Jordan Chiles;Shilese Jones;Sunisa Lee;24;23;21;22;23;24;25;24;22;25;23;26;21;25;25;24;25;24;23;22;24;24;23;21;22;24;23;27;24;23;20;27;25;26;22;25;25;24;24;22;25;23;22;21;24;24;24;19;24;23;21;26;22;25;23;25;26;25;26;26;23;26;22;21;26;25;23;23;23;27;25;22;24;23;27;25;25;25;18;26;21;24;25;26;20;23;22;20;25;25;25;24;25;23;23;23;23;25;23;27;23;24;25;25;24;21;20;21;23;17;23;26;25;22;24;25;26;27;27;22;26;25;27;26;22;26;23;23;21;25;20;21;23;26;22;24;27;24;24;23;24;25;26;27;25;23;26;22;28;24;25;27;20;24;21;24;24;23;22;27;24;22;22;21;20;20;23;25;24;22;24;19;22;27;22;26;26;24;24;27;24;19;24;24;23;24;19;24;22;25;22;24;20;22;24;24;23;25;25;26;25;25;24;22;22;22;24;23;24;23;25;25;23;23;24;24;22;23;23;25;26;24;27;23;23;20;24;23;24;23;26;26;24;22;23;25;25;23;24;27;24;23;25;24;26;23;23;22;23;24
Skye Blakely;Simone Biles;Jordan Chiles;Shilese Jones;Kaliya Lincoln;22;23;21;21;22;23;23;24;22;25;23;26;21;23;24;22;25;24;23;21;22;22;23;20;22;23;23;26;25;24;20;27;24;26;22;23;23;22;22;21;26;23;22;21;24;24;24;19;24;23;19;25;21;25;24;25;26;25;24;24;23;26;22;21;25;25;23;21;22;27;23;22;24;20;27;24;25;23;18;25;18;23;26;24;20;23;20;19;22;23;25;24;25;21;23;21;22;23;21;26;22;25;25;25;23;20;20;21;23;18;21;25;23;20;24;24;25;25;25;22;24;25;25;24;21;24;23;22;20;25;19;21;23;26;22;24;25;24;21;23;22;24;25;25;24;21;25;22;27;24;24;25;20;24;20;23;24;23;23;27;23;22;22;21;20;21;25;25;23;20;22;19;22;25;21;25;23;23;24;25;24;19;22;22;21;24;19;22;22;25;21;22;20;21;24;24;24;24;25;25;25;23;24;22;21;22;24;23;24;22;22;23;23;22;22;23;21;23;22;24;25;24;25;20;23;20;24;23;24;23;26;26;24;22;23;25;23;21;24;27;24;23;23;23;26;23;21;21;22;24
Skye Blakely;Simone Biles;Jordan Chiles;Shilese Jones;Zoe Miller;22;23;21;21;22;23;23;22;22;25;23;26;21;23;24;22;25;24;23;21;22;22;23;20;22;23;20;26;25;22;19;27;23;26;22;23;23;22;22;21;25;23;22;21;24;24;22;19;24;23;21;25;21;25;24;25;26;25;20;24;22;24;22;21;25;24;23;21;22;27;23;23;22;21;27;25;25;23;18;25;17;23;26;22;20;21;20;19;23;23;25;24;25;19;23;21;22;25;21;24;20;25;25;25;23;19;20;21;22;18;21;23;23;20;24;25;25;25;25;20;24;23;25;24;21;22;21;22;20;25;19;20;23;26;21;22;21;24;22;23;21;24;25;25;23;21;23;22;27;24;24;25;20;24;21;23;24;21;23;27;24;22;22;21;20;21;25;25;23;20;22;19;20;25;21;26;22;23;24;25;24;19;20;23;21;23;18;22;21;23;21;22;20;21;24;24;23;26;25;25;25;23;23;22;21;22;24;23;24;22;24;23;23;20;20;23;21;23;22;24;25;24;25;18;21;18;23;23;24;23;26;26;24;22;23;23;23;21;24;27;22;23;25;23;26;23;21;21;22;22
Skye Blakely;Simone Biles;Jordan Chiles;Shilese Jones;Leanne Wong;21;23;19;19;22;23;23;24;22;23;23;26;21;23;19;22;25;24;22;21;22;22;20;20;21;21;23;24;25;24;18;22;23;26;22;22;23;22;22;21;25;23;22;21;24;24;24;18;24;23;20;24;21;25;23;23;24;25;24;24;23;24;23;20;25;23;23;21;22;27;23;21;24;20;27;19;25;23;17;22;20;23;21;24;20;23;20;18;21;22;25;24;25;20;23;21;22;25;19;26;23;24;25;25;21;21;20;19;22;18;19;23;23;20;24;25;23;25;25;20;24;25;25;24;21;23;23;22;18;23;19;20;23;26;22;24;25;23;20;22;21;22;25;25;24;21;25;21;27;24;24;23;20;24;21;23;24;23;23;27;24;22;20;21;21;19;25;25;23;20;19;19;20;24;17;26;23;23;24;23;24;20;22;22;21;24;18;22;22;25;21;18;20;21;24;24;22;22;25;24;25;23;23;20;21;22;23;23;24;22;24;23;23;22;21;23;22;23;21;22;25;24;25;20;20;20;23;21;24;23;26;23;24;22;19;23;24;21;18;25;24;23;23;23;26;23;21;18;22;22
Skye Blakely;Simone Biles;Jordan Chiles;Sunisa Lee;Kaliya Lincoln;20;21;21;23;22;22;21;23;20;24;22;25;21;20;24;23;22;21;23;21;23;23;19;18;21;22;20;24;21;20;17;22;22;24;21;23;22;22;20;20;23;21;20;20;22;22;23;19;21;21;19;23;21;24;21;22;24;23;24;22;20;24;20;21;24;23;21;19;22;25;24;20;21;22;23;19;23;24;18;22;15;21;21;24;19;21;18;19;21;22;22;22;23;22;23;19;23;18;22;26;19;21;22;23;22;20;21;19;20;17;21;23;23;19;20;22;22;25;22;18;21;23;24;23;23;22;20;20;18;22;20;20;21;24;21;23;25;22;22;22;20;22;23;23;21;20;24;20;24;23;22;23;16;20;19;20;23;21;18;22;23;20;19;19;18;18;21;23;22;21;23;18;20;24;21;23;22;22;23;23;23;19;23;22;21;21;18;22;21;21;20;24;17;21;23;24;21;23;23;24;23;22;22;21;21;20;23;20;20;21;21;22;21;21;23;22;19;19;23;22;24;23;25;19;22;18;22;22;23;22;24;23;20;21;20;21;23;20;22;25;22;21;21;22;24;22;18;22;22;23
Skye Blakely;Simone Biles;Jordan Chiles;Sunisa Lee;Zoe Miller;20;21;21;23;22;22;21;21;20;24;22;25;21;20;24;23;22;21;23;21;25;23;19;18;21;21;19;24;20;18;17;23;23;24;22;23;22;22;20;22;23;21;20;20;22;22;21;19;21;21;19;23;21;24;21;22;23;23;22;22;19;24;20;21;24;23;21;19;22;25;24;20;19;23;23;22;23;24;18;22;17;20;21;22;19;19;18;19;22;22;23;22;23;20;23;19;23;20;22;24;17;21;22;24;23;19;21;19;19;17;21;23;23;19;20;23;22;27;23;16;22;21;24;23;23;21;18;20;18;21;20;20;21;24;20;21;20;22;23;22;19;22;23;23;19;20;22;20;24;23;22;23;16;20;20;20;23;19;18;22;23;20;19;19;18;18;21;23;22;21;23;18;18;24;20;25;22;22;23;23;23;20;21;22;20;20;17;22;21;19;19;23;17;21;22;24;21;25;23;25;23;24;22;21;21;21;23;20;20;21;21;24;21;17;21;22;19;19;23;21;24;23;25;18;20;18;22;22;23;22;24;23;20;21;20;19;23;20;22;25;20;20;21;22;26;22;18;22;22;23
Skye Blakely;Simone Biles;Jordan Chiles;Sunisa Lee;Leanne Wong;19;21;19;21;22;22;21;23;20;22;22;25;21;19;19;23;22;19;22;21;23;23;17;18;20;19;19;22;20;20;16;19;22;24;22;19;22;22;20;20;22;21;20;19;22;22;23;18;22;21;18;23;21;24;20;21;21;23;24;22;20;22;21;20;24;21;21;22;22;25;24;20;21;22;23;17;23;24;17;21;18;21;20;24;19;21;19;18;20;21;23;22;23;19;23;19;23;20;20;26;20;20;23;23;20;20;21;17;20;17;20;21;23;19;20;23;20;25;22;16;21;23;23;22;22;22;20;20;18;19;20;19;21;24;21;23;26;21;22;21;19;20;23;23;21;20;24;19;24;23;22;21;16;20;19;20;23;21;18;22;23;20;17;19;19;16;21;23;22;21;20;18;18;23;18;24;22;22;23;21;23;21;23;21;21;21;17;22;21;21;19;20;17;21;23;24;20;21;23;24;23;24;19;19;20;18;22;20;20;21;21;24;21;21;20;22;19;19;22;19;24;22;25;18;19;18;21;20;23;22;24;21;20;21;18;21;24;20;16;22;22;20;20;22;24;22;18;19;22;23
Skye Blakely;Simone Biles;Jordan Chiles;Kaliya Lincoln;Zoe Miller;18;21;21;22;21;21;19;21;20;24;22;25;21;18;23;21;22;21;23;20;23;21;19;18;21;21;19;24;21;19;18;23;21;24;19;21;20;21;19;21;24;21;20;20;22;22;21;19;22;21;19;22;20;24;22;22;24;23;20;20;19;24;20;21;23;23;21;17;21;25;22;20;19;20;23;21;23;22;18;21;14;19;22;20;19;19;17;18;19;20;22;22;23;18;23;17;22;19;21;23;17;22;23;24;22;18;21;19;19;18;19;20;21;17;20;22;21;25;21;16;20;21;22;21;22;18;18;19;17;22;19;20;21;24;20;21;19;22;21;22;17;21;22;21;19;18;21;20;23;23;21;21;16;20;19;19;23;19;19;22;22;20;19;19;18;19;23;23;21;20;21;18;18;22;19;24;19;22;23;21;23;20;19;21;18;20;17;20;21;19;18;22;17;20;23;24;22;24;23;24;23;20;22;21;20;21;23;22;20;21;20;20;22;16;19;21;18;20;22;21;23;23;23;16;20;18;22;22;23;22;24;23;20;21;20;19;21;18;22;25;20;21;20;21;26;22;16;21;21;23
Skye Blakely;Simone Biles;Jordan Chiles;Kaliya Lincoln;Leanne Wong;17;21;19;20;21;21;19;23;20;22;22;25;21;18;18;21;22;19;22;20;21;21;16;18;20;19;20;22;21;21;16;19;21;24;19;18;20;21;19;19;23;21;20;20;22;22;23;18;22;21;18;21;20;24;21;21;22;23;22;20;20;22;21;20;23;21;21;20;21;25;22;20;21;20;23;16;23;22;17;20;15;20;20;22;19;21;17;17;17;19;22;22;23;17;23;17;22;19;19;25;20;21;23;23;19;20;21;17;20;18;18;20;21;17;20;22;19;23;21;16;19;23;22;21;22;20;20;19;17;19;18;19;21;24;21;23;24;21;19;21;17;19;22;21;21;18;23;19;23;23;21;19;16;20;19;19;23;21;19;22;22;20;17;19;19;17;23;23;21;20;18;18;18;21;17;23;19;22;23;19;23;20;21;20;19;21;17;20;21;21;18;18;17;20;23;24;20;20;23;22;23;20;19;19;20;18;22;20;20;21;20;20;22;20;18;21;19;20;21;19;23;23;23;16;19;18;21;20;23;22;24;21;20;21;18;21;22;18;16;23;22;21;19;21;24;22;16;18;21;23
Skye Blakely;Simone Biles;Jordan Chiles;Zoe Miller;Leanne Wong;17;21;19;20;21;21;19;21;20;22;22;25;21;18;18;21;22;19;22;20;21;21;16;18;20;19;19;22;22;19;16;20;21;24;20;18;20;21;19;21;23;21;20;20;22;22;21;18;22;21;18;21;20;24;21;21;22;23;20;20;19;22;21;20;23;21;21;20;21;25;22;21;19;20;23;19;23;22;17;20;17;19;20;20;19;19;17;17;18;19;23;22;23;15;23;18;22;21;19;23;18;21;23;24;20;19;21;17;19;18;18;20;21;17;20;23;19;25;21;13;20;21;22;21;22;18;18;19;17;19;18;19;21;24;20;21;19;21;20;21;14;19;22;21;19;18;21;19;23;23;21;19;16;20;20;19;23;19;19;22;23;20;17;19;19;17;23;23;21;20;18;18;15;21;16;25;19;22;23;19;23;21;19;21;18;20;17;20;21;19;18;18;17;20;23;24;20;22;23;23;23;22;19;19;20;19;22;20;20;21;20;22;22;16;16;21;19;20;21;19;23;23;23;16;17;18;21;20;23;22;24;21;20;21;18;19;22;18;16;23;20;21;19;21;26;22;16;18;21;21
Skye Blakely;Simone Biles;Shilese Jones;Sunisa Lee;Kaliya Lincoln;24;24;20;22;23;24;25;24;22;25;23;24;21;25;25;24;25;24;23;23;24;24;24;22;22;24;23;27;24;22;20;27;25;26;22;25;25;24;24;22;25;23;21;21;24;24;24;23;24;23;19;25;22;24;23;25;25;25;26;25;24;27;22;21;27;25;23;23;23;27;25;22;24;22;27;24;25;25;17;26;19;24;25;26;20;23;21;21;24;25;25;24;25;22;23;23;23;23;23;26;22;25;24;25;24;21;20;22;23;17;23;25;25;22;23;23;26;27;26;22;26;25;27;26;21;26;23;23;21;25;20;21;22;26;22;24;26;24;24;22;23;25;26;26;25;23;26;22;27;23;25;26;20;24;20;24;24;22;22;27;22;23;22;22;20;20;23;25;24;22;25;19;21;27;23;25;26;24;24;27;24;19;24;24;24;24;19;24;22;25;23;24;20;22;24;25;23;25;25;25;25;25;24;21;23;22;24;23;24;23;23;25;23;24;24;24;21;23;22;25;26;24;27;23;23;20;24;23;24;23;26;26;24;25;22;25;25;23;23;26;24;23;25;24;25;25;23;22;23;23
Skye Blakely;Simone Biles;Shilese Jones;Sunisa Lee;Zoe Miller;24;24;21;22;23;24;25;22;22;25;23;24;21;25;25;24;25;24;23;23;24;24;24;22;22;24;20;27;24;20;20;27;24;26;22;25;25;24;24;22;24;23;21;21;24;24;22;23;24;23;21;25;22;24;23;25;25;25;22;26;23;25;22;21;27;24;23;23;23;27;25;22;22;23;27;25;25;25;18;26;18;24;25;24;20;21;23;21;25;25;25;24;25;20;23;23;23;24;23;24;19;25;23;25;24;20;20;22;22;17;23;25;25;22;23;24;26;27;27;20;26;23;27;26;22;25;21;23;21;25;20;20;23;26;21;22;22;24;23;23;23;25;26;26;23;23;24;22;27;23;25;26;20;24;21;24;24;20;22;27;22;23;22;22;20;20;23;25;24;22;25;19;20;27;22;26;25;24;25;27;24;19;22;24;23;23;18;24;21;23;22;24;20;22;24;25;23;27;25;26;25;25;23;22;23;22;24;23;24;23;25;25;23;22;22;24;21;23;23;25;26;24;27;21;21;19;23;23;24;23;26;26;24;25;22;23;25;23;23;26;22;22;25;24;26;24;23;22;23;23
Skye Blakely;Simone Biles;Shilese Jones;Sunisa Lee;Leanne Wong;23;24;19;20;23;24;25;24;22;23;23;24;21;25;20;24;25;24;22;23;24;24;22;22;21;22;23;25;24;22;18;22;24;26;22;24;25;24;24;22;24;23;21;21;24;24;24;22;24;23;20;25;22;24;22;23;23;25;26;26;24;25;23;20;27;23;23;23;23;27;25;21;24;22;27;19;25;25;17;23;21;24;21;26;20;23;23;20;23;24;25;24;25;22;23;23;23;24;21;26;23;24;23;25;22;21;20;20;22;17;21;23;25;22;23;24;24;27;27;20;26;25;27;26;21;26;23;23;19;23;20;20;23;26;22;24;26;23;23;22;23;23;26;26;25;23;26;21;27;23;25;24;20;24;21;24;24;22;22;27;22;23;20;22;21;18;23;25;24;22;21;19;20;26;19;26;26;24;25;25;24;20;24;24;24;24;18;24;22;25;22;21;20;22;24;25;22;23;25;26;25;25;23;20;23;22;23;23;24;23;25;25;23;23;23;24;22;23;22;23;26;24;27;23;20;21;23;21;24;23;26;23;24;25;19;23;26;23;18;24;24;23;25;24;26;24;23;19;23;23
Skye Blakely;Simone Biles;Shilese Jones;Kaliya Lincoln;Zoe Miller;22;24;20;21;22;23;25;22;22;25;23;24;21;25;24;22;25;24;23;22;22;22;24;21;22;23;20;26;25;21;20;27;23;26;22;23;23;22;22;21;25;23;21;21;24;24;22;23;24;23;19;24;22;24;24;25;25;25;20;24;23;25;22;21;26;24;23;21;22;27;23;22;22;20;27;24;25;23;17;25;15;23;26;22;20;21;19;20;22;23;25;24;25;18;23;21;22;23;21;23;19;26;24;25;23;19;20;22;22;18;21;22;23;20;23;23;25;25;25;20;24;23;25;24;20;22;21;22;20;25;19;20;22;26;21;22;20;24;21;22;22;24;25;24;23;21;23;22;26;23;24;24;20;24;20;23;24;20;23;27;21;23;22;22;20;21;25;25;23;20;23;19;19;25;21;25;22;23;24;25;24;19;20;23;21;23;18;22;21;23;21;22;20;21;24;25;24;26;25;24;25;23;23;21;22;22;24;23;24;22;22;23;23;21;20;23;20;23;21;24;25;24;25;18;21;18;23;23;24;23;26;26;24;24;22;23;23;21;23;26;22;23;23;23;25;25;21;21;22;23
Skye Blakely;Simone Biles;Shilese Jones;Kaliya Lincoln;Leanne Wong;21;24;18;19;22;23;25;24;22;23;23;24;21;25;19;22;25;24;22;22;22;22;21;21;21;21;23;24;25;23;18;22;23;26;22;22;23;22;22;21;25;23;21;21;24;24;24;22;24;23;18;23;22;24;23;23;23;25;24;24;24;25;23;20;26;23;23;21;22;27;23;21;24;20;27;18;25;23;17;22;18;23;21;24;20;23;19;19;20;22;25;24;25;20;23;21;22;23;19;25;23;25;24;25;21;21;20;20;22;18;19;22;23;20;23;23;23;25;25;20;24;25;25;24;21;24;23;22;18;23;19;20;22;26;22;24;24;23;20;22;22;22;25;24;24;21;25;21;26;23;24;22;20;24;20;23;24;22;23;27;21;23;20;22;21;19;25;25;23;20;19;19;19;24;18;25;23;23;24;23;24;20;22;22;22;24;18;22;22;25;21;18;20;21;24;25;22;22;25;23;25;23;23;19;22;22;23;23;24;22;22;23;23;22;21;23;21;23;21;22;25;24;25;20;20;20;23;21;24;23;26;23;24;24;19;23;24;21;18;24;24;23;23;23;25;25;21;18;22;23
Skye Blakely;Simone Biles;Shilese Jones;Zoe Miller;Leanne Wong;21;24;19;19;22;23;25;22;22;23;23;24;21;25;19;22;25;24;22;22;22;22;21;21;21;21;20;24;25;21;18;22;22;26;22;22;23;22;22;21;24;23;21;21;24;24;22;22;24;23;20;23;22;24;23;23;23;25;20;25;23;23;23;20;26;22;23;21;22;27;23;22;22;20;27;19;25;23;17;22;17;23;21;22;20;21;21;19;21;22;25;24;25;18;23;21;22;24;19;23;21;25;24;25;21;20;20;20;21;18;19;22;23;20;23;24;23;25;25;17;24;23;25;24;21;22;21;22;18;23;19;19;23;26;21;22;20;23;20;22;20;22;25;24;23;21;23;21;26;23;24;22;20;24;21;23;24;20;23;27;22;23;20;22;21;19;25;25;23;20;19;19;17;24;17;26;22;23;25;23;24;20;20;23;21;23;18;22;21;23;21;18;20;21;24;25;22;24;25;24;25;23;22;20;22;22;23;23;24;22;24;23;23;20;19;23;21;23;21;22;25;24;25;18;18;19;22;21;24;23;26;23;24;24;19;21;24;21;18;24;22;23;23;23;26;24;21;18;22;21
